condition_id,scope,gene_specific_mapping,burden_level,burden_label,seed,run_status,skip_reason,step_count,timestep_s,duration_s,operator_applied,operator_config_sha256,action_changed_for_positive_burden,burden_zero_identity_pass,adhesion_onoff_unchanged,mean_planar_speed_mm_s,distance_traveled_mm,displacement_mm,walking_speed_mm_s_raw,total_distance_mm_raw,thorax_displacement_mm_raw,no_nan,no_inf,locomotion_detected,contact_detected,timestamp_valid,quaternion_valid,joint_action_trajectory_valid,metric_contract_status
alpha_synuclein,organism_level_proxy,False,0.0,burden_0.00,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.5908596841868465,1.407676499241302,0.7954298420934233,2.8147900404746955,1.407676499241302,0.7954298420934233,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.0,burden_0.00,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.7609458781828746,1.3758130625006904,0.8804729390914373,2.751075909819597,1.3758130625006904,0.8804729390914373,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.0,burden_0.00,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.6287430491425956,1.6524886881762586,0.8143715245712978,3.3043165130501264,1.6524886881762586,0.8143715245712978,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.0,burden_0.00,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.8363745406613907,1.6540584548376787,0.9181872703306954,3.30745541859186,1.6540584548376787,0.9181872703306954,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.0,burden_0.00,4,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.6828314800537074,1.5402164022849538,0.8414157400268537,3.07981684120186,1.5402164022849538,0.8414157400268537,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.0,burden_0.00,5,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,2.1678349167623483,1.5359933349325787,1.0839174583811741,3.071372395386294,1.5359933349325787,1.0839174583811741,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.25,burden_0.25,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.2740255770751563,1.3934818163778337,0.6370127885375781,2.786406351485537,1.3934818163778337,0.6370127885375781,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.25,burden_0.25,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.171870909564822,1.1743286694881834,0.585935454782411,2.348187701436238,1.1743286694881834,0.585935454782411,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.25,burden_0.25,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.5010970781984607,1.5970659994844696,0.7505485390992304,3.193493300309089,1.5970659994844696,0.7505485390992304,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.25,burden_0.25,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.5272682519573495,1.4995582205407447,0.7636341259786747,2.998516737734145,1.4995582205407447,0.7636341259786747,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.25,burden_0.25,4,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.472209559663229,1.3657656856641394,0.7361047798316145,2.7309851742936,1.3657656856641394,0.7361047798316145,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.25,burden_0.25,5,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.8326413973012958,1.3507597531304802,0.9163206986506479,2.7009793103990867,1.3507597531304802,0.9163206986506479,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.5,burden_0.50,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.8877302910145334,1.459172870594182,0.4438651455072667,2.917762188750791,1.459172870594182,0.4438651455072667,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.5,burden_0.50,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.6696049518039254,1.1419584219378358,0.3348024759019627,2.2834601518454445,1.1419584219378358,0.3348024759019627,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.5,burden_0.50,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.005387772916946,1.5999388566063502,0.502693886458473,3.1992378656397853,1.5999388566063502,0.502693886458473,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.5,burden_0.50,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.1196522578331747,1.5466423751839329,0.5598261289165873,3.09266621712464,1.5466423751839329,0.5598261289165873,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.5,burden_0.50,4,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.105528151642948,1.3349438910314362,0.552764075821474,2.669353911280795,1.3349438910314362,0.552764075821474,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.5,burden_0.50,5,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.4592630193182567,1.3035851073207914,0.7296315096591284,2.6066488848648115,1.3035851073207914,0.7296315096591284,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.75,burden_0.75,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.4376051699590714,1.5482991328448374,0.2188025849795357,3.095979069875861,1.5482991328448374,0.2188025849795357,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.75,burden_0.75,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.4468204679638379,1.4337692094165408,0.22341023398191895,2.8669650258280646,1.4337692094165408,0.22341023398191895,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.75,burden_0.75,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.5303438271147525,1.587382831379117,0.26517191355737624,3.1741308365911163,1.587382831379117,0.26517191355737624,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.75,burden_0.75,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.22673153307500418,1.7891994274134446,0.11336576653750209,3.5776833181634378,1.7891994274134446,0.11336576653750209,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.75,burden_0.75,4,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.150012947054967,2.555161271041439,0.5750064735274835,5.10930068194661,2.555161271041439,0.5750064735274835,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,0.75,burden_0.75,5,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.23384675438855212,1.702585879245464,0.11692337719427606,3.4044908603190573,1.702585879245464,0.11692337719427606,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,1.0,burden_1.00,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,4.890321724746772,5.169595556271671,2.445160862373386,10.337123687806013,5.169595556271671,2.445160862373386,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,1.0,burden_1.00,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,3.835499584018682,4.340120963123554,1.917749792009341,8.678506225002218,4.340120963123554,1.917749792009341,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,1.0,burden_1.00,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,2.781061026221798,4.910396844350133,1.390530513110899,9.818829922715965,4.910396844350133,1.390530513110899,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,1.0,burden_1.00,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,2.236302595532812,6.102546327670817,1.118151297766406,12.202652124917114,6.102546327670817,1.118151297766406,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,1.0,burden_1.00,4,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,3.345789242736603,5.706300893219376,1.6728946213683016,11.410319722494675,5.706300893219376,1.6728946213683016,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
alpha_synuclein,organism_level_proxy,False,1.0,burden_1.00,5,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,5.448929081855637,5.310322322671674,2.7244645409278183,10.618520941155493,5.310322322671674,2.7244645409278183,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.0,burden_0.00,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.5908596841868465,1.407676499241302,0.7954298420934233,2.8147900404746955,1.407676499241302,0.7954298420934233,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.0,burden_0.00,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.7609458781828746,1.3758130625006904,0.8804729390914373,2.751075909819597,1.3758130625006904,0.8804729390914373,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.0,burden_0.00,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.6287430491425956,1.6524886881762586,0.8143715245712978,3.3043165130501264,1.6524886881762586,0.8143715245712978,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.0,burden_0.00,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.8363745406613907,1.6540584548376787,0.9181872703306954,3.30745541859186,1.6540584548376787,0.9181872703306954,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.0,burden_0.00,4,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,1.6828314800537074,1.5402164022849538,0.8414157400268537,3.07981684120186,1.5402164022849538,0.8414157400268537,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.0,burden_0.00,5,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,False,PASS,PASS,2.1678349167623483,1.5359933349325787,1.0839174583811741,3.071372395386294,1.5359933349325787,1.0839174583811741,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.25,burden_0.25,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.2740255770751563,1.3934818163778337,0.6370127885375781,2.786406351485537,1.3934818163778337,0.6370127885375781,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.25,burden_0.25,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.171870909564822,1.1743286694881834,0.585935454782411,2.348187701436238,1.1743286694881834,0.585935454782411,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.25,burden_0.25,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.5010970781984607,1.5970659994844696,0.7505485390992304,3.193493300309089,1.5970659994844696,0.7505485390992304,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.25,burden_0.25,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.5272682519573495,1.4995582205407447,0.7636341259786747,2.998516737734145,1.4995582205407447,0.7636341259786747,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.25,burden_0.25,4,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.472209559663229,1.3657656856641394,0.7361047798316145,2.7309851742936,1.3657656856641394,0.7361047798316145,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.25,burden_0.25,5,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.8326413973012958,1.3507597531304802,0.9163206986506479,2.7009793103990867,1.3507597531304802,0.9163206986506479,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.5,burden_0.50,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.8877302910145334,1.459172870594182,0.4438651455072667,2.917762188750791,1.459172870594182,0.4438651455072667,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.5,burden_0.50,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.6696049518039254,1.1419584219378358,0.3348024759019627,2.2834601518454445,1.1419584219378358,0.3348024759019627,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.5,burden_0.50,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.005387772916946,1.5999388566063502,0.502693886458473,3.1992378656397853,1.5999388566063502,0.502693886458473,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.5,burden_0.50,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.1196522578331747,1.5466423751839329,0.5598261289165873,3.09266621712464,1.5466423751839329,0.5598261289165873,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.5,burden_0.50,4,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.105528151642948,1.3349438910314362,0.552764075821474,2.669353911280795,1.3349438910314362,0.552764075821474,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.5,burden_0.50,5,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,1.4592630193182567,1.3035851073207914,0.7296315096591284,2.6066488848648115,1.3035851073207914,0.7296315096591284,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.75,burden_0.75,0,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.4376051699590714,1.5482991328448374,0.2188025849795357,3.095979069875861,1.5482991328448374,0.2188025849795357,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.75,burden_0.75,1,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.4468204679638379,1.4337692094165408,0.22341023398191895,2.8669650258280646,1.4337692094165408,0.22341023398191895,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.75,burden_0.75,2,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.5303438271147525,1.587382831379117,0.26517191355737624,3.1741308365911163,1.587382831379117,0.26517191355737624,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
pink1,organism_level_proxy,False,0.75,burden_0.75,3,PASS,,5000,0.0001,0.5,True,ed1f4674419f14a90987fdf397e93d1a67de5a2c6606edc79acdbf7d358c4de5,True,NOT_APPLICABLE,PASS,0.22673153307500418,1.7891994274134446,0.11336576653750209,3.5776833181634378,1.7891994274134446,0.11336576653750209,PASS,PASS,PASS,PASS,PASS,PASS,PASS,PASS
